Symbol: TSLA, Price: 251.16, Time: 1407490200000
Symbol: TSLA, Price: 250.35, Time: 1407490260000
Symbol: TSLA, Price: 250.0, Time: 1407490320000
Symbol: TSLA, Price: 251.6, Time: 1407490380000
Symbol: TSLA, Price: 250.55, Time: 1407490440000
Symbol: TSLA, Price: 250.7965, Time: 1407490500000
Symbol: TSLA, Price: 250.3, Time: 1407490560000
Symbol: TSLA, Price: 250.62, Time: 1407490620000
Symbol: TSLA, Price: 250.94, Time: 1407490680000
Symbol: TSLA, Price: 250.6001, Time: 1407490740000
Symbol: TSLA, Price: 250.195, Time: 1407490800000
Symbol: TSLA, Price: 249.5, Time: 1407490860000
Symbol: TSLA, Price: 249.0703, Time: 1407490920000
Symbol: TSLA, Price: 248.98, Time: 1407490980000
Symbol: TSLA, Price: 249.89, Time: 1407491040000
Symbol: TSLA, Price: 249.13, Time: 1407491100000
Symbol: TSLA, Price: 249.34, Time: 1407491160000
Symbol: TSLA, Price: 249.01, Time: 1407491220000
Symbol: TSLA, Price: 248.98, Time: 1407491280000
Symbol: TSLA, Price: 248.612, Time: 1407491340000
Symbol: TSLA, Price: 248.88, Time: 1407491400000
Symbol: TSLA, Price: 249.228, Time: 1407491460000
Symbol: TSLA, Price: 249.55, Time: 1407491520000
Symbol: TSLA, Price: 249.42, Time: 1407491580000
Symbol: TSLA, Price: 249.04, Time: 1407491640000
Symbol: TSLA, Price: 248.61, Time: 1407491700000
Symbol: TSLA, Price: 248.79, Time: 1407491760000
Symbol: TSLA, Price: 248.1701, Time: 1407491820000
Symbol: TSLA, Price: 249.0, Time: 1407491880000
Symbol: TSLA, Price: 248.82, Time: 1407491940000
Symbol: TSLA, Price: 248.75, Time: 1407492000000
Symbol: TSLA, Price: 248.433, Time: 1407492060000
Symbol: TSLA, Price: 248.69, Time: 1407492120000
Symbol: TSLA, Price: 248.62, Time: 1407492180000
Symbol: TSLA, Price: 248.62, Time: 1407492240000
Symbol: TSLA, Price: 248.62, Time: 1407492300000
Symbol: TSLA, Price: 248.44, Time: 1407492360000
Symbol: TSLA, Price: 248.38, Time: 1407492420000
Symbol: TSLA, Price: 247.93, Time: 1407492480000
Symbol: TSLA, Price: 247.71, Time: 1407492540000
Symbol: TSLA, Price: 247.92, Time: 1407492600000
Symbol: TSLA, Price: 248.21, Time: 1407492660000
Symbol: TSLA, Price: 248.31, Time: 1407492720000
Symbol: TSLA, Price: 247.93, Time: 1407492780000
Symbol: TSLA, Price: 247.6, Time: 1407492840000
Symbol: TSLA, Price: 247.18, Time: 1407492900000
Symbol: TSLA, Price: 246.9, Time: 1407492960000
Symbol: TSLA, Price: 247.4169, Time: 1407493020000
Symbol: TSLA, Price: 247.23, Time: 1407493080000
Symbol: TSLA, Price: 247.454, Time: 1407493140000
Symbol: TSLA, Price: 247.275, Time: 1407493200000
Symbol: TSLA, Price: 247.301, Time: 1407493260000
Symbol: TSLA, Price: 247.41, Time: 1407493320000
Symbol: TSLA, Price: 247.3004, Time: 1407493380000
Symbol: TSLA, Price: 247.7499, Time: 1407493440000
Symbol: TSLA, Price: 247.81, Time: 1407493500000
Symbol: TSLA, Price: 247.65, Time: 1407493560000
Symbol: TSLA, Price: 247.4692, Time: 1407493620000
Symbol: TSLA, Price: 247.598, Time: 1407493680000
Symbol: TSLA, Price: 247.23, Time: 1407493740000
Symbol: TSLA, Price: 247.4, Time: 1407493800000
Symbol: TSLA, Price: 247.35, Time: 1407493860000
Symbol: TSLA, Price: 247.03, Time: 1407493920000
Symbol: TSLA, Price: 246.84, Time: 1407493980000
Symbol: TSLA, Price: 246.62, Time: 1407494040000
Symbol: TSLA, Price: 247.11, Time: 1407494100000
Symbol: TSLA, Price: 247.1, Time: 1407494160000
Symbol: TSLA, Price: 247.2, Time: 1407494220000
Symbol: TSLA, Price: 247.094, Time: 1407494280000
Symbol: TSLA, Price: 247.01, Time: 1407494340000
Symbol: TSLA, Price: 247.16, Time: 1407494400000
Symbol: TSLA, Price: 247.52, Time: 1407494460000
Symbol: TSLA, Price: 247.61, Time: 1407494520000
Symbol: TSLA, Price: 247.7899, Time: 1407494580000
Symbol: TSLA, Price: 248.075, Time: 1407494640000
Symbol: TSLA, Price: 248.08, Time: 1407494700000
Symbol: TSLA, Price: 248.418, Time: 1407494760000
Symbol: TSLA, Price: 248.55, Time: 1407494820000
Symbol: TSLA, Price: 248.13, Time: 1407494880000
Symbol: TSLA, Price: 248.65, Time: 1407494940000
Symbol: TSLA, Price: 248.6099, Time: 1407495000000
Symbol: TSLA, Price: 248.5, Time: 1407495060000
Symbol: TSLA, Price: 248.4, Time: 1407495120000
Symbol: TSLA, Price: 248.5, Time: 1407495180000
Symbol: TSLA, Price: 248.7575, Time: 1407495240000
Symbol: TSLA, Price: 248.3, Time: 1407495300000
Symbol: TSLA, Price: 248.54, Time: 1407495360000
Symbol: TSLA, Price: 248.5299, Time: 1407495420000
Symbol: TSLA, Price: 248.4, Time: 1407495480000
Symbol: TSLA, Price: 248.19, Time: 1407495540000
Symbol: TSLA, Price: 248.106, Time: 1407495600000
Symbol: TSLA, Price: 248.04, Time: 1407495660000
Symbol: TSLA, Price: 248.19, Time: 1407495720000
Symbol: TSLA, Price: 248.03, Time: 1407495780000
Symbol: TSLA, Price: 248.28, Time: 1407495840000
Symbol: TSLA, Price: 248.5, Time: 1407495900000
Symbol: TSLA, Price: 248.5812, Time: 1407495960000
Symbol: TSLA, Price: 248.49, Time: 1407496020000
Symbol: TSLA, Price: 248.544, Time: 1407496080000
